No.,Vulnerability Title,Stage,Reason,Vulnerability ID,Severity,Affected Versions,CVE,CWE,Vulnerability Link,Vulnerability Link（超链接）
153,ZDI-CAN-29312: OpenClaw Canvas Path Traversal Information Disclosure Vulnerability,Resource Access Stage,路径遍历导致非授权访问文件资源，属于资源访问阶段的问题。,GHSA-JQ4X-98M3-GGQ6,Moderate,<= 2026.2.19-2,,CWE-22,https://github.com/openclaw/openclaw/security/advisories/GHSA-jq4x-98m3-ggq6,Vulnerability Link
154,Command hijacking via unsafe PATH handling (bootstrapping + node-host PATH overrides),Execution Stage,漏洞通过不安全的PATH处理导致命令执行，属于命令注入类问题，直接触发恶意代码执行。,GHSA-JQPQ-MGVM-F9R6,High,< 2026.2.14,,CWE-78; CWE-427; CWE-807,https://github.com/openclaw/openclaw/security/advisories/GHSA-jqpq-mgvm-f9r6,Vulnerability Link
155,Authorization mismatch allowed write-scope agent runs to reach owner-only tools,Authentication & Authorization Decision Stage,漏洞核心在于权限判断错误，导致本应仅限所有者使用的工具被写权限的代理执行,GHSA-JR6X-2Q95-FH2G,High,<= 2026.2.26,,CWE-269; CWE-863,https://github.com/openclaw/openclaw/security/advisories/GHSA-jr6x-2q95-fh2g,Vulnerability Link
156,SSRF guard bypass via full-form IPv4-mapped IPv6 (loopback / metadata reachable),Resource Access Stage,该漏洞允许攻击者通过绕过SSRF防护机制，访问本应受限的内部资源（如loopback或metadata服务），属于资源访问控制失效。,GHSA-JRVC-8FF5-2F9F,High,<= 2026.2.13,CVE-2026-26324,CWE-918,https://github.com/openclaw/openclaw/security/advisories/GHSA-jrvc-8ff5-2f9f,Vulnerability Link
157,DM pairing-store identities could satisfy group allowlist authorization,Authentication & Authorization Decision Stage,漏洞涉及授权检查不充分，导致非预期身份满足组允许列表的授权条件,GHSA-JV6R-27WW-4GW4,Moderate,<= 2026.2.25,,CWE-285; CWE-863,https://github.com/openclaw/openclaw/security/advisories/GHSA-jv6r-27ww-4gw4,Vulnerability Link
158,BlueBubbles (optional plugin) pairing/allowlist mismatch when allowFrom is empty,Authentication & Authorization Decision Stage,漏洞涉及配对和允许列表的权限判断错误，属于授权决策问题,GHSA-JWF4-8WF4-JF2M,Moderate,<= 2026.2.21-2,,CWE-863,https://github.com/openclaw/openclaw/security/advisories/GHSA-jwf4-8wf4-jf2m,Vulnerability Link
159,Zip extraction symlink traversal could write outside destination,Resource Access Stage,漏洞允许通过符号链接在解压时写入目标目录之外的文件，属于对文件资源的越界访问。,GHSA-JXRQ-8FM4-9P58,Moderate,<= 2026.2.21-2,,CWE-59,https://github.com/openclaw/openclaw/security/advisories/GHSA-jxrq-8fm4-9p58,Vulnerability Link
160,Command injection in maintainer clawtributors updater,Execution Stage,该漏洞为命令注入（CWE-78），直接导致系统执行恶意命令，属于执行阶段的核心问题。,GHSA-M7X8-2W3W-PR42,Moderate,>=2026.1.8 <2026.2.14,CVE-2026-26323,CWE-78,https://github.com/openclaw/openclaw/security/advisories/GHSA-m7x8-2w3w-pr42,Vulnerability Link
161,Sandbox bind validation could bypass allowed-root and blocked-path checks via symlink-parent missing-leaf paths,Resource Access Stage,漏洞涉及通过符号链接绕过路径限制，直接导致对受保护资源的非法访问,GHSA-M8V2-6WWH-R4GC,Moderate,<= 2026.2.23,,CWE-22; CWE-59,https://github.com/openclaw/openclaw/security/advisories/GHSA-m8v2-6wwh-r4gc,Vulnerability Link
162,Command Injection in Clawdbot Docker Execution via PATH Environment Variable,Execution Stage,漏洞通过PATH环境变量导致命令注入，直接在命令执行阶段触发恶意代码执行。,GHSA-MC68-Q9JW-2H3V,High,<= 2026.1.24,CVE-2026-24763,CWE-78,https://github.com/openclaw/openclaw/security/advisories/GHSA-mc68-q9jw-2h3v,Vulnerability Link
163,"voice-call media stream validated streams after upgrade, which could allow pre-start unauthenticated sockets to increase resource pressure",Resource Access Stage,漏洞允许未认证的套接字在媒体流验证前增加资源压力，属于对系统资源的不当访问和耗尽。,GHSA-MFG5-7Q5G-F37J,High,<= 2026.2.21,,CWE-400; CWE-770,https://github.com/openclaw/openclaw/security/advisories/GHSA-mfg5-7q5g-f37j,Vulnerability Link
164,workspace path guard bypass on non-existent out-of-root symlink leaf,Resource Access Stage,漏洞涉及路径穿越（CWE-22）和符号链接解析问题（CWE-59），导致访问非预期的系统资源。,GHSA-MGRQ-9F93-WPP5,High,<= 2026.2.25,,CWE-22; CWE-59,https://github.com/openclaw/openclaw/security/advisories/GHSA-mgrq-9f93-wpp5,Vulnerability Link
165,Telegram allowlist authorization accepted mutable usernames,Authentication & Authorization Decision Stage,漏洞涉及授权机制错误地接受可变用户名，导致身份验证绕过或权限判断失效。,GHSA-MJ5R-HH7J-4GXF,Moderate,<=2026.2.13,,CWE-284; CWE-290,https://github.com/openclaw/openclaw/security/advisories/GHSA-mj5r-hh7j-4gxf,Vulnerability Link
166,Option injection in pre-commit hook can stage ignored files,Execution Stage,该漏洞涉及通过选项注入在pre-commit hook中执行非预期操作，属于命令或脚本执行阶段的问题。,GHSA-MMPF-JWF4-H3QV,Low,<=2026.2.14,,CWE-77,https://github.com/openclaw/openclaw/security/advisories/GHSA-mmpf-jwf4-h3qv,Vulnerability Link
167,Telegram webhook requests may be accepted without verifying secret token when webhookSecret is missing,Authentication & Authorization Decision Stage,漏洞核心在于未验证 webhook secret token，导致身份校验缺失，属于认证与授权决策阶段的问题。,GHSA-MP5H-M6QJ-6292,High,<= 2026.1.30,CVE-2026-25474,CWE-345,https://github.com/openclaw/openclaw/security/advisories/GHSA-mp5h-m6qj-6292,Vulnerability Link
168,Authorization bypass: `operator.write` can resolve exec approvals via `chat.send` -> `/approve`,Authentication & Authorization Decision Stage,漏洞核心在于权限判断错误，导致低权限用户可绕过授权执行高权限操作。,GHSA-MQPW-46FH-299H,High,< 2026.2.2,,CWE-269; CWE-863,https://github.com/openclaw/openclaw/security/advisories/GHSA-mqpw-46fh-299h,Vulnerability Link
169,Windows Scheduled Task script generation allowed local command injection via unsafe cmd argument handling,Execution Stage,漏洞源于脚本生成过程中对命令参数处理不当，直接导致本地命令注入并执行。,GHSA-MQR9-VQHQ-3JXW,Moderate,<= 2026.2.17,,,https://github.com/openclaw/openclaw/security/advisories/GHSA-mqr9-vqhq-3jxw,Vulnerability Link
170,Browser Relay /cdp websocket missing auth could allow cross-tab cookie access,Authentication & Authorization Decision Stage,漏洞因缺少身份认证导致跨标签页 Cookie 访问，属于权限判定缺失问题。,GHSA-MR32-VWC2-5J6H,High,<= 0.1.0,,,https://github.com/openclaw/openclaw/security/advisories/GHSA-mr32-vwc2-5j6h,Vulnerability Link
171,Unauthenticated Nostr profile HTTP endpoints allow remote profile/config tampering,Authentication & Authorization Decision Stage,漏洞涉及未认证用户可访问本应受权限控制的HTTP端点，导致越权修改配置，属于身份验证和授权判断缺失。,GHSA-MV9J-6XHH-G383,High,<=2026.2.9,,CWE-285; CWE-306,https://github.com/openclaw/openclaw/security/advisories/GHSA-mv9j-6xhh-g383,Vulnerability Link
172,system.run approval TOCTOU via mutable symlink cwd target on node host,Resource Access Stage,漏洞涉及通过可变符号链接在检查时间与使用时间（TOCTOU）之间篡改当前工作目录目标，导致访问非预期资源。,GHSA-MWCG-WFQ3-4GJC,Moderate,<= 2026.2.24,,CWE-59; CWE-367,https://github.com/openclaw/openclaw/security/advisories/GHSA-mwcg-wfq3-4gjc,Vulnerability Link
173,Gateway plugin auth bypass via encoded dot-segment traversal in protected /api/channels paths,Authentication & Authorization Decision Stage,漏洞通过编码的点段遍历绕过认证，直接导致受保护路径的权限校验被绕过。,GHSA-MWXV-35WR-4VVJ,High,<=2026.2.25,,CWE-289,https://github.com/openclaw/openclaw/security/advisories/GHSA-mwxv-35wr-4vvj,Vulnerability Link
174,Zip Slip path traversal in tar archive extraction,Resource Access Stage,漏洞在解压 tar 归档时发生路径遍历，导致非法访问文件系统资源,GHSA-P25H-9Q54-FFVW,High,< 2026.2.14,,CWE-22,https://github.com/openclaw/openclaw/security/advisories/GHSA-p25h-9q54-ffvw,Vulnerability Link
175,shell-env trusted-prefix fallback allowed attacker-controlled binary execution via $SHELL,Execution Stage,漏洞允许攻击者通过控制$SHELL环境变量执行任意二进制文件，属于命令/代码执行类问题。,GHSA-P4WH-CR8M-GM6C,Moderate,">= 2026.2.22, <= 2026.2.22-2",,CWE-184; CWE-829,https://github.com/openclaw/openclaw/security/advisories/GHSA-p4wh-cr8m-gm6c,Vulnerability Link
176,Web Fetch DoS via unbounded response parsing,Input Ingress Stage,漏洞源于对外部输入（HTTP响应）的无界解析，属于输入处理阶段的资源耗尽问题。,GHSA-P536-VVPP-9MC8,Moderate,<=2026.2.14,,CWE-400,https://github.com/openclaw/openclaw/security/advisories/GHSA-p536-vvpp-9mc8,Vulnerability Link
177,Sandboxed sessions_spawn now enforces sandbox inheritance for cross-agent spawns,Authentication & Authorization Decision Stage,漏洞涉及权限控制和沙箱继承问题，属于授权决策阶段的缺陷。,GHSA-P7GR-F84W-HQG5,High,<= 2026.2.26,,CWE-269; CWE-284,https://github.com/openclaw/openclaw/security/advisories/GHSA-p7gr-f84w-hqg5,Vulnerability Link
178,BlueBubbles webhook auth bypass via loopback proxy trust,Authentication & Authorization Decision Stage,漏洞涉及通过回环代理绕过 webhook 的身份验证，核心问题在于认证机制被绕过，属于认证与授权决策阶段的缺陷。,GHSA-PCHC-86F6-8758,High,< 2026.2.13,CVE-2026-26316,,https://github.com/openclaw/openclaw/security/advisories/GHSA-pchc-86f6-8758,Vulnerability Link
179,Auth inconsistency on local Browser Extension Relay /extension endpoint,Authentication & Authorization Decision Stage,漏洞涉及本地浏览器扩展中继端点的认证不一致，属于身份验证和授权判定问题。,GHSA-PFV7-RR5M-QMV6,Moderate,<= 2026.2.17,,,https://github.com/openclaw/openclaw/security/advisories/GHSA-pfv7-rr5m-qmv6,Vulnerability Link
180,SSRF in optional Tlon (Urbit) extension authentication,Resource Access Stage,SSRF漏洞涉及系统对内部或外部网络资源的非预期访问，属于资源访问阶段。,GHSA-PG2V-8XWH-QHCC,Moderate,<=2026.2.13,,CWE-918,https://github.com/openclaw/openclaw/security/advisories/GHSA-pg2v-8xwh-qhcc,Vulnerability Link
181,Command Injection via unescaped environment assignments in Windows Scheduled Task script generation,Execution Stage,漏洞源于在生成Windows计划任务脚本时未转义环境变量赋值，导致攻击者可注入并执行任意命令，属于命令注入类问题，直接触发执行阶段的安全风险。,GHSA-PJ5X-38RW-6FPH,Moderate,<= 2026.2.17,,CWE-78,https://github.com/openclaw/openclaw/security/advisories/GHSA-pj5x-38rw-6fph,Vulnerability Link
182,Cross-account sender authorization expansion in `/allowlist ... --store` account scoping,Authentication & Authorization Decision Stage,漏洞涉及跨账户的发送者授权范围扩大，属于权限判断错误和认证授权逻辑缺陷。,GHSA-PJVX-RX66-R3FG,Moderate,<= 2026.3.2,,CWE-639; CWE-863,https://github.com/openclaw/openclaw/security/advisories/GHSA-pjvx-rx66-r3fg,Vulnerability Link
183,Unauthenticated discovery TXT records could steer routing and TLS pinning,Authentication & Authorization Decision Stage,漏洞涉及未认证情况下通过TXT记录影响路由和TLS绑定，核心问题在于缺乏身份验证导致的决策错误。,GHSA-PV58-549P-QH99,High,<= 2026.2.13,CVE-2026-26327,CWE-345,https://github.com/openclaw/openclaw/security/advisories/GHSA-pv58-549p-qh99,Vulnerability Link
184,OS Command Injection via Project Root Path in sshNodeCommand,Execution Stage,漏洞通过项目根路径注入操作系统命令，直接导致命令执行,GHSA-Q284-4PVR-M585,High,<v2026.1.29,CVE-2026-25157,,https://github.com/openclaw/openclaw/security/advisories/GHSA-q284-4pvr-m585,Vulnerability Link
185,"system.run approvals did not bind PATH-token executable identity, enabling post-approval executable rebind",Authentication & Authorization Decision Stage,漏洞核心在于授权后未正确绑定可执行身份，导致权限决策失效,GHSA-Q399-23R3-HFX4,High,<= 2026.2.26,,CWE-367; CWE-426,https://github.com/openclaw/openclaw/security/advisories/GHSA-q399-23r3-hfx4,Vulnerability Link
186,Denial of service via unbounded webhook request body buffering,Input Ingress Stage,漏洞源于未限制Webhook请求体的缓冲大小，导致资源耗尽，属于外部输入进入系统时未做合理限制的问题。,GHSA-Q447-RJ3R-2CGH,High,<2026.2.12,,CWE-400,https://github.com/openclaw/openclaw/security/advisories/GHSA-q447-rj3r-2cgh,Vulnerability Link
187,image tool bypasses tools.fs.workspaceOnly on sandbox mount paths and exfiltrates out-of-workspace images,Resource Access Stage,漏洞核心在于绕过工作区限制访问了非工作区的文件资源，属于越界资源访问问题。,GHSA-Q6QF-4P5J-R25G,Moderate,<= 2026.2.22-2,,CWE-200; CWE-284,https://github.com/openclaw/openclaw/security/advisories/GHSA-q6qf-4p5j-r25g,Vulnerability Link
188,Sandbox dangling-symlink alias handling could bypass workspace-only write boundary,Resource Access Stage,漏洞涉及符号链接处理不当，导致绕过工作区写入限制，属于对文件系统资源的越界访问。,GHSA-QCC4-P59M-P54M,High,<=2026.2.25,,CWE-59; CWE-367,https://github.com/openclaw/openclaw/security/advisories/GHSA-qcc4-p59m-p54m,Vulnerability Link
189,tools.exec.safeBins trusted PATH directories allowed binary shadowing in allowlist mode,Execution Stage,漏洞允许通过PATH目录中的二进制文件伪装绕过allowlist执行任意程序，属于命令执行控制失效。,GHSA-QHRR-GRQP-6X2G,Moderate,<= 2026.2.21-2,,CWE-426,https://github.com/openclaw/openclaw/security/advisories/GHSA-qhrr-grqp-6x2g,Vulnerability Link
190,Telegram message_reaction authorization bypass allows unauthorized system-event injection,Authentication & Authorization Decision Stage,漏洞涉及授权绕过，导致未经授权的系统事件注入，核心问题在于权限判断缺失。,GHSA-QJ22-XQJR-V83V,Moderate,>= 2026.2.17,,CWE-863,https://github.com/openclaw/openclaw/security/advisories/GHSA-qj22-xqjr-v83v,Vulnerability Link
191,Windows cmd.exe parsing may bypass exec allowlist/approval gating,Execution Stage,漏洞涉及命令注入（CWE-78），在执行阶段因解析问题导致绕过执行白名单，直接引发任意命令执行风险。,GHSA-QJ77-C3C8-9C3Q,High,<= 2026.2.1,,CWE-78,https://github.com/openclaw/openclaw/security/advisories/GHSA-qj77-c3c8-9c3q,Vulnerability Link
192,missing authentication for local browser-control endpoints,Authentication & Authorization Decision Stage,漏洞涉及本地浏览器控制端点缺少身份认证，属于权限判断缺失问题。,GHSA-QPJJ-47VM-64PJ,High,">= 2026.1.5, <= 2026.2.9",,,https://github.com/openclaw/openclaw/security/advisories/GHSA-qpjj-47vm-64pj,Vulnerability Link
193,Path Traversal in Plugin Installation,Resource Access Stage,路径遍历漏洞直接导致系统访问了非预期的文件资源，属于资源访问阶段的问题。,GHSA-QRQ5-WJGG-RVQW,Critical,">= 2026.1.29-beta.1, < 2026.2.1",,CWE-22,https://github.com/openclaw/openclaw/security/advisories/GHSA-qrq5-wjgg-rvqw,Vulnerability Link
194,Chrome extension relay binds publicly due to wildcard treated as loopback,Resource Access Stage,漏洞因绑定到公开地址导致非预期的资源访问，属于资源访问控制不当。,GHSA-QW99-GRCX-4PVM,Moderate,>= 2026.1.14-1 < 2026.2.12,,CWE-284,https://github.com/openclaw/openclaw/security/advisories/GHSA-qw99-grcx-4pvm,Vulnerability Link
195,Stored XSS in exported session HTML viewer via markdown/raw-HTML rendering,Persistence & Output Presentation Stage,漏洞源于存储的HTML内容在输出展示时未正确处理，导致XSS,GHSA-R294-2894-92J3,Moderate,<= 2026.2.22-2,,CWE-79,https://github.com/openclaw/openclaw/security/advisories/GHSA-r294-2894-92j3,Vulnerability Link
196,ZIP extraction race could write outside destination via parent symlink rebind,Resource Access Stage,漏洞通过符号链接在解压时导致写入目标目录之外，属于资源访问控制不当,GHSA-R54R-WMMQ-MH84,Moderate,<= 2026.3.1,,CWE-59; CWE-367,https://github.com/openclaw/openclaw/security/advisories/GHSA-r54r-wmmq-mh84,Vulnerability Link
197,Path traversal in apply_patch could write/delete files outside the workspace,Resource Access Stage,漏洞允许通过路径遍历访问或修改工作区外的文件，属于对文件资源的越界访问。,GHSA-R5FQ-947M-XM57,High,<= 2026.2.13,,CWE-22,https://github.com/openclaw/openclaw/security/advisories/GHSA-r5fq-947m-xm57,Vulnerability Link
198,Nextcloud Talk allowlist bypass via actor.name display name spoofing,Authentication & Authorization Decision Stage,漏洞通过伪造显示名称绕过允许列表，直接影响系统对用户身份和权限的判断。,GHSA-R5H9-VJQC-HQ3R,High,<= 2026.2.2,,,https://github.com/openclaw/openclaw/security/advisories/GHSA-r5h9-vjqc-hq3r,Vulnerability Link
199,Node reconnect metadata spoofing could bypass platform-based node command policy,Authentication & Authorization Decision Stage,漏洞涉及通过元数据欺骗绕过基于平台的节点命令策略，属于权限判断和认证授权决策被绕过的问题。,GHSA-R65X-2HQR-J5HF,High,<= 2026.2.25,,CWE-290; CWE-863,https://github.com/openclaw/openclaw/security/advisories/GHSA-r65x-2hqr-j5hf,Vulnerability Link
200,OC-22: Reject symlinks in local skill packaging script,Resource Access Stage,漏洞涉及符号链接导致的资源访问控制问题，属于对文件系统资源的不当访问。,GHSA-R6H2-5GQQ-V5V6,Low,<=2026.2.17,CVE-2026-27485,CWE-59,https://github.com/openclaw/openclaw/security/advisories/GHSA-r6h2-5gqq-v5v6,Vulnerability Link
201,system.run wrapper-depth boundary could skip shell approval gating,Authentication & Authorization Decision Stage,漏洞涉及绕过 shell 执行的审批门控，属于权限判断和授权控制缺失问题。,GHSA-R6QF-8968-WJ9Q,Moderate,<= 2026.3.2,,CWE-436; CWE-863,https://github.com/openclaw/openclaw/security/advisories/GHSA-r6qf-8968-wj9q,Vulnerability Link
202,OpenClaw may disclose local files via MEDIA: path staging,Resource Access Stage,漏洞涉及通过MEDIA路径访问本地文件，属于任意文件读取类问题，直接发生在资源访问阶段。,GHSA-R8G4-86FX-92MQ,Moderate,<= 2026.1.30,CVE-2026-25475,CWE-22; CWE-200,https://github.com/openclaw/openclaw/security/advisories/GHSA-r8g4-86fx-92mq,Vulnerability Link
203,Nextcloud Talk webhook replay could trigger duplicate inbound processing,Authentication & Authorization Decision Stage,CWE-294（认证绕过）表明漏洞核心在于系统未能正确验证请求来源，导致攻击者可重放webhook触发非授权操作。,GHSA-R9Q5-C7QC-P26W,Moderate,<= 2026.2.24,,CWE-294,https://github.com/openclaw/openclaw/security/advisories/GHSA-r9q5-c7qc-p26w,Vulnerability Link
204,Dashboard leaked gateway auth material via browser URL/query and localStorage,Persistence & Output Presentation Stage,漏洞通过浏览器URL/query和localStorage泄露了认证凭据，属于敏感信息在输出或存储时的暴露问题。,GHSA-RCHV-X836-W7XP,High,<= 2026.3.2,,,https://github.com/openclaw/openclaw/security/advisories/GHSA-rchv-x836-w7xp,Vulnerability Link
205,Slack reaction/pin sender-policy consistency issue in non-message ingress,Authentication & Authorization Decision Stage,CWE-863 表示授权验证不正确，涉及权限策略一致性问题，属于权限判定阶段。,GHSA-RM2P-J3R7-4X4J,Low,<= 2026.2.24,,CWE-863,https://github.com/openclaw/openclaw/security/advisories/GHSA-rm2p-j3r7-4x4j,Vulnerability Link
206,Matrix allowlist bypass via displayName and cross-homeserver localpart matching,Authentication & Authorization Decision Stage,漏洞涉及绕过 allowlist 机制，影响对用户身份或权限的判断,GHSA-RMXW-JXXX-4CPC,Moderate,">= 2026.1.14-1, < 2026.2.2",,,https://github.com/openclaw/openclaw/security/advisories/GHSA-rmxw-jxxx-4cpc,Vulnerability Link
207,Google Chat shared-path webhook target ambiguity allowed cross-account policy-context misrouting,Authentication & Authorization Decision Stage,漏洞涉及跨账户策略上下文的错误路由，核心问题是权限判断和授权决策缺失，导致请求被错误地关联到其他账户的上下文中。,GHSA-RQ6G-PX6M-C248,High,<=2026.1.24-3,,CWE-284; CWE-639,https://github.com/openclaw/openclaw/security/advisories/GHSA-rq6g-px6m-c248,Vulnerability Link
208,Node role device-identity bypass allows unauthorized node.event injection,Authentication & Authorization Decision Stage,漏洞涉及绕过设备身份验证，导致未授权节点可注入事件，属于权限判定缺失问题。,GHSA-RV2Q-F2H5-6XMG,Moderate,<= 2026.2.21-2,,CWE-863,https://github.com/openclaw/openclaw/security/advisories/GHSA-rv2q-f2h5-6xmg,Vulnerability Link
209,Gateway connect could skip device identity checks when auth.token was present but not yet validated,Authentication & Authorization Decision Stage,漏洞涉及在身份令牌未验证前跳过设备身份检查，属于认证与授权决策阶段的问题。,GHSA-RV39-79C4-7459,High,<= 2026.2.1,,CWE-306,https://github.com/openclaw/openclaw/security/advisories/GHSA-rv39-79c4-7459,Vulnerability Link
210,LFI in BlueBubbles media path handling,Resource Access Stage,漏洞涉及通过路径处理不当导致的本地文件包含（LFI），属于对文件资源的越界访问。,GHSA-RWJ8-P9VQ-25GV,High,< v2026.2.14,,CWE-22,https://github.com/openclaw/openclaw/security/advisories/GHSA-rwj8-p9vq-25gv,Vulnerability Link
211,Avatar symlink traversal can expose out-of-workspace local files,Resource Access Stage,漏洞通过符号链接遍历访问了工作区外的本地文件，属于资源访问阶段的路径穿越问题。,GHSA-RX3G-MVC3-QFJF,Moderate,<=2026.2.21 || =2026.2.21-1 || =2026.2.21-2,,CWE-22; CWE-59,https://github.com/openclaw/openclaw/security/advisories/GHSA-rx3g-mvc3-qfjf,Vulnerability Link
212,Inbound media downloads could exceed configured byte limits before rejection across multiple channels,Input Ingress Stage,漏洞涉及外部输入（媒体下载）在进入系统时未正确限制大小，导致资源耗尽，属于输入阶段的处理不当。,GHSA-RXXP-482V-7MRH,Moderate,<=2026.2.21-2,,CWE-400; CWE-770,https://github.com/openclaw/openclaw/security/advisories/GHSA-rxxp-482v-7mrh,Vulnerability Link
213,Loopback CDP probe can leak Gateway token to local listener,Persistence & Output Presentation Stage,漏洞导致敏感信息（Gateway token）被泄露给本地监听者，属于敏感数据在输出或传输过程中的暴露问题。,GHSA-V3J7-34XH-6G3W,Moderate,<= 2026.2.21-2,,CWE-290; CWE-306,https://github.com/openclaw/openclaw/security/advisories/GHSA-v3j7-34xh-6g3w,Vulnerability Link
214,Potential code execution via unsafe hook module path handling in Gateway,Execution Stage,漏洞涉及通过不安全的hook模块路径处理导致潜在的代码执行，属于命令或代码执行类问题。,GHSA-V6C6-VQQG-W888,High,>= 2026.1.5,,,https://github.com/openclaw/openclaw/security/advisories/GHSA-v6c6-vqqg-w888,Vulnerability Link
215,Gateway auth token reuse in owner ID prompt hashing fallback,Authentication & Authorization Decision Stage,漏洞涉及认证令牌重用和权限判断中的owner ID处理问题，直接影响身份验证与授权决策。,GHSA-V6X2-2QVM-6GV8,Low,<=2026.2.21-2,,,https://github.com/openclaw/openclaw/security/advisories/GHSA-v6x2-2qvm-6gv8,Vulnerability Link
216,Slack: dmPolicy=open allowed any DM sender to run privileged slash commands,Authentication & Authorization Decision Stage,漏洞允许任意私信发送者绕过权限检查执行特权命令，核心问题在于权限判定缺失。,GHSA-V773-R54F-Q32W,Moderate,<= 2026.2.13,,,https://github.com/openclaw/openclaw/security/advisories/GHSA-v773-r54f-q32w,Vulnerability Link
217,Encoded-path auth bypass in plugin `/api/channels` route classification,Authentication & Authorization Decision Stage,漏洞涉及认证绕过，核心问题在于权限判断阶段未能正确处理编码路径导致的授权失效。,GHSA-V865-P3GQ-HW6M,Moderate,<= 2026.3.1,,CWE-288,https://github.com/openclaw/openclaw/security/advisories/GHSA-v865-p3gq-hw6m,Vulnerability Link
218,Path traversal (Zip Slip) in archive extraction during explicit installation commands,Resource Access Stage,漏洞在解压归档文件时发生路径遍历，导致非法访问或写入任意文件，属于资源访问阶段的越界访问问题。,GHSA-V892-HWPG-JWQP,High,>=2026.1.16-2 <2026.2.14,,CWE-22,https://github.com/openclaw/openclaw/security/advisories/GHSA-v892-hwpg-jwqp,Vulnerability Link
219,Slack system events bypass sender authorization in member and message subtype handlers,Authentication & Authorization Decision Stage,漏洞涉及绕过发送者授权检查，属于权限判断错误,GHSA-V8CG-4474-49V8,Moderate,<= 2026.2.25,,CWE-863,https://github.com/openclaw/openclaw/security/advisories/GHSA-v8cg-4474-49v8,Vulnerability Link
220,Improper Neutralization of Line Breaks in systemd Unit Generation Enables Local Command Execution (Linux),Execution Stage,漏洞通过在systemd单元生成中未正确中和换行符，导致本地命令执行，属于命令注入类问题，直接触发恶意代码执行。,GHSA-VFFC-F7R7-RX2W,High,<= 2026.2.19-2,,CWE-77,https://github.com/openclaw/openclaw/security/advisories/GHSA-vffc-f7r7-rx2w,Vulnerability Link
221,Path traversal in Feishu media temp-file naming allows writes outside os.tmpdir(),Resource Access Stage,漏洞允许通过路径遍历写入临时目录以外的文件，属于对文件资源的越界访问。,GHSA-VJ3G-5PX3-GR46,Moderate,<= 2026.2.17,,CWE-22,https://github.com/openclaw/openclaw/security/advisories/GHSA-vj3g-5px3-gr46,Vulnerability Link
222,Cross-account DM pairing authorization bypass via unscoped pairing store access,Authentication & Authorization Decision Stage,漏洞涉及跨账户授权绕过，核心问题在于权限判断缺失或错误。,GHSA-VJP8-WPRM-2JW9,Low,2026.2.25,,CWE-863,https://github.com/openclaw/openclaw/security/advisories/GHSA-vjp8-wprm-2jw9,Vulnerability Link
223,Non-default safeBins sort configuration can bypass intended allowlist approval constraints,Authentication & Authorization Decision Stage,漏洞涉及绕过预期的allowlist审批限制，属于权限或授权控制失效。,GHSA-VMQR-RC7X-3446,Moderate,<=2026.2.21-2,,CWE-15; CWE-78,https://github.com/openclaw/openclaw/security/advisories/GHSA-vmqr-rc7x-3446,Vulnerability Link
224,Browser control startup could continue unauthenticated after auth bootstrap failure,Authentication & Authorization Decision Stage,漏洞涉及认证引导失败后仍继续未认证操作，属于身份验证缺失问题,GHSA-VPJ2-69HF-RPPW,Moderate,<= 2026.2.26,,CWE-306,https://github.com/openclaw/openclaw/security/advisories/GHSA-vpj2-69hf-rppw,Vulnerability Link
225,voice-call Twilio webhook replay could bypass manager dedupe because normalized event IDs were randomized per parse,Authentication & Authorization Decision Stage,漏洞因事件ID随机化导致去重机制失效，可能被用于绕过身份或操作合法性校验，属于授权决策阶段的问题。,GHSA-VQX8-9XXW-F2M7,Moderate,<= 2026.2.22-2,,CWE-294; CWE-863,https://github.com/openclaw/openclaw/security/advisories/GHSA-vqx8-9xxw-f2m7,Vulnerability Link
226,Trusted-proxy Control UI pairing bypass allowed unpaired node sessions,Authentication & Authorization Decision Stage,漏洞涉及绕过配对检查，导致未配对节点会话被错误信任，属于身份或权限判定失效。,GHSA-VVGP-4C28-M3JM,Moderate,<= 2026.2.24,,CWE-807,https://github.com/openclaw/openclaw/security/advisories/GHSA-vvgp-4c28-m3jm,Vulnerability Link
227,ZDI-CAN-29311: OpenClaw Canvas Authentication Bypass Vulnerability,Authentication & Authorization Decision Stage,该漏洞为认证绕过问题，直接涉及系统对用户身份的错误判定。,GHSA-VVJH-F6P9-5VCF,High,<= 2026.2.17,,CWE-291,https://github.com/openclaw/openclaw/security/advisories/GHSA-vvjh-f6p9-5vcf,Vulnerability Link
228,OC-13: Docker container escape via unvalidated bind mount config injection,Input Ingress Stage,漏洞源于未验证的绑定挂载配置注入，属于外部输入进入系统时缺乏校验的问题。,GHSA-W235-X559-36MG,Moderate,<=2026.2.14,CVE-2026-27002,CWE-250,https://github.com/openclaw/openclaw/security/advisories/GHSA-w235-x559-36mg,Vulnerability Link
229,Denial of service through large base64 media files allocating large buffers before limit checks,Input Ingress Stage,漏洞源于在输入解析阶段处理大尺寸base64媒体文件时，未先进行限制检查就分配大量缓冲区，导致资源耗尽。,GHSA-W2CG-VXX6-5XJG,Moderate,<=2026.1.24-3,,CWE-400,https://github.com/openclaw/openclaw/security/advisories/GHSA-w2cg-vxx6-5xjg,Vulnerability Link
